		GENOME: 1004954.6	GENOME: 520487.6	GENOME: 29461.21
FAMILY: PGF_03066520	FAMILY Name: 3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)	2	16	2
FAMILY: PGF_03067324	FAMILY Name: Putative protease	1	8	1
FAMILY: PGF_03069524	FAMILY Name: Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)	1	8	1
FAMILY: PGF_03072132	FAMILY Name: CarD-like transcriptional regulator	1	8	1
FAMILY: PGF_03073470	FAMILY Name: Dihydroxy-acid dehydratase (EC 4.2.1.9)	1	8	1
FAMILY: PGF_03073672	FAMILY Name: Inner membrane protein forms channel for type IV secretion of T-DNA complex, VirB8	1	8	1
FAMILY: PGF_03074362	FAMILY Name: Radical SAM family enzyme, similar to coproporphyrinogen III oxidase, oxygen-independent, clustered with nucleoside-triphosphatase RdgB	1	8	1
FAMILY: PGF_03080175	FAMILY Name: hypothetical protein	2	16	1
FAMILY: PGF_03081665	FAMILY Name: Cell division integral membrane protein, YggT and half-length relatives	1	8	1
FAMILY: PGF_03083888	FAMILY Name: Multidrug resistance protein ErmA	1	8	1
FAMILY: PGF_03087517	FAMILY Name: 4-hydroxyproline epimerase (EC 5.1.1.8)	1	8	1
FAMILY: PGF_03091295	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_03094694	FAMILY Name: Peptidase B (EC 3.4.11.23)	1	8	1
FAMILY: PGF_03098086	FAMILY Name: COGs COG3672	2	16	3
FAMILY: PGF_03102253	FAMILY Name: Lipopolysaccharide export system protein LptC	1	8	1
FAMILY: PGF_03104267	FAMILY Name: Glycerol-3-phosphate ABC transporter, substrate-binding protein UgpB	1	8	1
FAMILY: PGF_03104567	FAMILY Name: Trk potassium uptake system protein TrkA	1	8	1
FAMILY: PGF_03108195	FAMILY Name: Cyanate permease	1	8	1
FAMILY: PGF_03111948	FAMILY Name: Electron transfer flavoprotein, beta subunit	1	8	1
FAMILY: PGF_03112345	FAMILY Name: putative membrane protein	1	8	1
FAMILY: PGF_03112453	FAMILY Name: ATP/GTP-binding site motif A (P-loop) :Porin, alpha proteobacteria type	2	16	2
FAMILY: PGF_03116802	FAMILY Name: Phosphoserine phosphatase (EC 3.1.3.3)	1	8	1
FAMILY: PGF_03117836	FAMILY Name: Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	1	8	1
FAMILY: PGF_03123676	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_03124650	FAMILY Name: Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit A (EC 6.3.5.7)	1	8	1
FAMILY: PGF_03132336	FAMILY Name: Gamma-glutamyl phosphate reductase (EC 1.2.1.41)	1	8	1
FAMILY: PGF_03132467	FAMILY Name: Flagellar hook-associated protein FlgL	1	8	1
FAMILY: PGF_03132690	FAMILY Name: FIG00984616: hypothetical protein	1	8	1
FAMILY: PGF_03135047	FAMILY Name: DNA polymerase IV-like protein ImuB	1	8	1
FAMILY: PGF_03135168	FAMILY Name: Plasmid replication protein RepA	1	8	1
FAMILY: PGF_03135926	FAMILY Name: Acetylspermidine deacetylase (EC 3.5.1.48); Deacetylases, including yeast histone deacetylase and acetoin utilization protein	1	8	1
FAMILY: PGF_03138644	FAMILY Name: Arginine exporter protein ArgO	1	8	1
FAMILY: PGF_03139652	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_03140041	FAMILY Name: CBS domain protein	1	8	1
FAMILY: PGF_03142586	FAMILY Name: Pterin-4-alpha-carbinolamine dehydratase (EC 4.2.1.96)	1	8	1
FAMILY: PGF_03144011	FAMILY Name: Nicotinamide-nucleotide amidase (EC 3.5.1.42)	1	8	1
FAMILY: PGF_03145455	FAMILY Name: Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	1	8	1
FAMILY: PGF_03146406	FAMILY Name: Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)	1	8	1
FAMILY: PGF_03146958	FAMILY Name: CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8) @ Archaetidylserine synthase (EC 2.7.8.38)	1	8	1
FAMILY: PGF_03150302	FAMILY Name: Transmembrane protein co-occuring with sulfite exporter TauE/SafE	1	8	1
FAMILY: PGF_03152003	FAMILY Name: Cytochrome c heme lyase subunit CcmH	1	8	1
FAMILY: PGF_03162928	FAMILY Name: hypothetical protein	23	58	2
FAMILY: PGF_03172904	FAMILY Name: Prolipoprotein diacylglyceryl transferase	1	8	1
FAMILY: PGF_03174068	FAMILY Name: Transcription antitermination protein NusG	1	8	1
FAMILY: PGF_03187392	FAMILY Name: Fructokinase (EC 2.7.1.4)	1	8	1
FAMILY: PGF_03196821	FAMILY Name: Tetrapartite efflux system component, FusD-like	1	8	1
FAMILY: PGF_03199446	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_03202871	FAMILY Name: Hydrolase SMc00528, alpha/beta fold family	1	8	1
FAMILY: PGF_03203461	FAMILY Name: Efflux ABC transporter, permease/ATP-binding protein mlr7818	1	8	1
FAMILY: PGF_03222913	FAMILY Name: ATP synthase epsilon chain (EC 3.6.3.14)	1	8	1
FAMILY: PGF_03253896	FAMILY Name: Phosphate regulon transcriptional regulatory protein PhoB (SphR)	1	8	1
FAMILY: PGF_03257845	FAMILY Name: SOS-response repressor and protease LexA (EC 3.4.21.88)	1	8	1
FAMILY: PGF_03272313	FAMILY Name: DNA gyrase subunit A (EC 5.99.1.3)	1	8	1
FAMILY: PGF_03277417	FAMILY Name: Methionine ABC transporter ATP-binding protein	1	8	1
FAMILY: PGF_03278866	FAMILY Name: LSU ribosomal protein L28p @ LSU ribosomal protein L28p, zinc-independent	1	8	1
FAMILY: PGF_03287477	FAMILY Name: ATP phosphoribosyltransferase (EC 2.4.2.17) => HisGs	1	8	1
FAMILY: PGF_03318456	FAMILY Name: Trk potassium uptake system protein TrkH	1	8	1
FAMILY: PGF_03340305	FAMILY Name: RidA/YER057c/UK114 superfamily, group 1	1	8	1
FAMILY: PGF_03341277	FAMILY Name: Flagellar L-ring protein FlgH	1	8	1
FAMILY: PGF_03348128	FAMILY Name: Cytochrome c-type biogenesis protein CcmG/DsbE, thiol:disulfide oxidoreductase	1	8	1
FAMILY: PGF_03364965	FAMILY Name: Type cbb3 cytochrome oxidase biogenesis protein CcoI; Copper-translocating P-type ATPase (EC 3.6.3.4)	1	8	1
FAMILY: PGF_03365856	FAMILY Name: Error-prone repair homolog of DNA polymerase III alpha subunit (EC 2.7.7.7)	1	8	2
FAMILY: PGF_03369603	FAMILY Name: Uncharacterized protein BT_4536	1	8	1
FAMILY: PGF_03369967	FAMILY Name: Isovaleryl-CoA dehydrogenase (EC 1.3.8.4)	1	8	1
FAMILY: PGF_03396423	FAMILY Name: FIG043197: Inositol monophosphatase family protein	1	8	1
FAMILY: PGF_03421722	FAMILY Name: 23S rRNA (uracil(1939)-C(5))-methyltransferase (EC 2.1.1.190)	1	8	1
FAMILY: PGF_03429638	FAMILY Name: 33 kDa chaperonin HslO	1	8	1
FAMILY: PGF_03430203	FAMILY Name: Msr0042 protein	1	8	1
FAMILY: PGF_03439582	FAMILY Name: Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	2	16	2
FAMILY: PGF_03439827	FAMILY Name: Precorrin-2 oxidase (EC 1.3.1.76) @ Sirohydrochlorin ferrochelatase activity of CysG (EC 4.99.1.4) / Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	1	8	1
FAMILY: PGF_03441339	FAMILY Name: Ribosomal large subunit pseudouridine synthase C (EC 5.4.99.24)	1	8	1
FAMILY: PGF_03456505	FAMILY Name: Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	1	8	1
FAMILY: PGF_03473453	FAMILY Name: Metal chaperone, involved in Zn homeostasis	2	16	2
FAMILY: PGF_03474542	FAMILY Name: Flagellum-specific ATP synthase FliI	1	8	1
FAMILY: PGF_03503126	FAMILY Name: Hypothetical protein VC0266 (sugar utilization related?)	1	8	1
FAMILY: PGF_03503521	FAMILY Name: Nickel transport system permease protein NikB (TC 3.A.1.5.3)	1	8	1
FAMILY: PGF_03507859	FAMILY Name: Luciferase-like monooxygenase YhbW	1	8	1
FAMILY: PGF_03514188	FAMILY Name: Glutathione reductase (EC 1.8.1.7)	1	8	1
FAMILY: PGF_03516774	FAMILY Name: Enoyl-CoA hydratase/isomerase family protein	1	8	1
FAMILY: PGF_03517311	FAMILY Name: putative membrane protein	1	8	1
FAMILY: PGF_03518570	FAMILY Name: Nucleoside diphosphate kinase (EC 2.7.4.6)	1	8	1
FAMILY: PGF_03520151	FAMILY Name: Cell division protein FtsZ	1	8	1
FAMILY: PGF_03565869	FAMILY Name: Uncharacterized SAM-binding protein YdcF	1	8	1
FAMILY: PGF_03609651	FAMILY Name: Methionyl-tRNA synthetase (EC 6.1.1.10)	1	8	1
FAMILY: PGF_03642389	FAMILY Name: putative membrane protein	1	8	1
FAMILY: PGF_03672087	FAMILY Name: Nitrous oxide reductase maturation protein, outer-membrane lipoprotein NosL	1	8	1
FAMILY: PGF_03674535	FAMILY Name: Putative predicted metal-dependent hydrolase	1	8	1
FAMILY: PGF_03679540	FAMILY Name: Urease accessory protein UreF	2	16	2
FAMILY: PGF_03682090	FAMILY Name: small multidrug resistance family (SMR) protein	2	16	2
FAMILY: PGF_03683488	FAMILY Name: 2'-5' RNA ligase	1	8	1
FAMILY: PGF_03694962	FAMILY Name: TolA protein	1	8	1
FAMILY: PGF_03708253	FAMILY Name: Protein translocase subunit SecE	1	8	1
FAMILY: PGF_03719269	FAMILY Name: Dephospho-CoA kinase (EC 2.7.1.24)	1	8	1
FAMILY: PGF_03729141	FAMILY Name: UPF0301 protein YqgE	1	8	1
FAMILY: PGF_03739563	FAMILY Name: PaaD-like protein (DUF59) involved in Fe-S cluster assembly	1	8	1
FAMILY: PGF_03742549	FAMILY Name: L-arabinose ABC transporter, substrate-binding protein AraF	1	8	1
FAMILY: PGF_03750571	FAMILY Name: Chromosomal replication initiator protein DnaA	1	8	1
FAMILY: PGF_03750599	FAMILY Name: Cell division coordinator CpoB	1	8	1
FAMILY: PGF_03751658	FAMILY Name: Membrane protein insertion efficiency factor YidD	1	8	1
FAMILY: PGF_03751823	FAMILY Name: Heat shock protein GrpE	1	8	1
FAMILY: PGF_03752544	FAMILY Name: Phosphate transport system regulatory protein PhoU	1	8	1
FAMILY: PGF_03753122	FAMILY Name: Site-specific tyrosine recombinase XerC	1	8	1
FAMILY: PGF_03754184	FAMILY Name: Na(+) H(+) antiporter subunit C	1	8	1
FAMILY: PGF_03757137	FAMILY Name: Argininosuccinate lyase (EC 4.3.2.1)	1	8	1
FAMILY: PGF_03760224	FAMILY Name: Dethiobiotin synthetase (EC 6.3.3.3)	1	8	1
FAMILY: PGF_03769852	FAMILY Name: Probable glutamate/gamma-aminobutyrate antiporter	1	8	1
FAMILY: PGF_03778692	FAMILY Name: ABC-type branched-chain amino acid transport systems, periplasmic component	1	8	1
FAMILY: PGF_03778780	FAMILY Name: Signal recognition particle receptor FtsY	1	8	1
FAMILY: PGF_03783620	FAMILY Name: Carbonic anhydrase, gamma class (EC 4.2.1.1)	1	8	1
FAMILY: PGF_03787199	FAMILY Name: CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	1	8	1
FAMILY: PGF_03787622	FAMILY Name: DNA polymerase IV (EC 2.7.7.7)	1	8	1
FAMILY: PGF_03790040	FAMILY Name: Ribonuclease III (EC 3.1.26.3)	1	8	1
FAMILY: PGF_03797303	FAMILY Name: Adenine deaminase (EC 3.5.4.2)	1	8	1
FAMILY: PGF_03797809	FAMILY Name: Aspartate aminotransferase (EC 2.6.1.1)	2	16	2
FAMILY: PGF_03801156	FAMILY Name: Cobalt-zinc-cadmium resistance protein CzcD	1	8	1
FAMILY: PGF_03801201	FAMILY Name: Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	1	8	1
FAMILY: PGF_03804453	FAMILY Name: Glutathione S-transferase, unnamed subgroup (EC 2.5.1.18)	1	8	1
FAMILY: PGF_03804538	FAMILY Name: Cytochrome c oxidase polypeptide I (EC 1.9.3.1)	1	8	1
FAMILY: PGF_03810115	FAMILY Name: 6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type	1	8	1
FAMILY: PGF_03815442	FAMILY Name: Cytochrome c oxidase (cbb3-type) subunit CcoP (EC 1.9.3.1)	1	8	1
FAMILY: PGF_03821377	FAMILY Name: Minor pilin of type IV secretion complex, VirB5	1	8	1
FAMILY: PGF_03821527	FAMILY Name: Inner membrane protein YbaN	1	8	1
FAMILY: PGF_03835760	FAMILY Name: 3-deoxy-D-manno-octulosonic acid transferase (EC 2.4.99.12)(EC 2.4.99.13)	1	8	1
FAMILY: PGF_03846068	FAMILY Name: Pyridoxal kinase (EC 2.7.1.35)	1	8	1
FAMILY: PGF_03846834	FAMILY Name: Acyl-CoA hydrolase (EC 3.1.2.20)	1	8	1
FAMILY: PGF_03856084	FAMILY Name: Cell division protein FtsH	1	8	1
FAMILY: PGF_03862500	FAMILY Name: Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-)	1	8	1
FAMILY: PGF_03896973	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_03904226	FAMILY Name: Hydroxyacylglutathione hydrolase (EC 3.1.2.6)	1	8	1
FAMILY: PGF_03912513	FAMILY Name: DNA protection during starvation protein	1	8	1
FAMILY: PGF_03921072	FAMILY Name: Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)	1	8	1
FAMILY: PGF_03934621	FAMILY Name: Endonuclease	1	8	1
FAMILY: PGF_03934926	FAMILY Name: DNA polymerase III chi subunit (EC 2.7.7.7)	1	8	1
FAMILY: PGF_03935716	FAMILY Name: Inner membrane protein, KefB/KefC family	1	8	1
FAMILY: PGF_03945558	FAMILY Name: Periplasmic thiol:disulfide oxidoreductase DsbB, required for DsbA reoxidation	1	8	1
FAMILY: PGF_03958227	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_03960810	FAMILY Name: Ubiquinol-cytochrome C reductase, cytochrome C1 subunit	1	8	1
FAMILY: PGF_03987764	FAMILY Name: FIG003620: Proteophosphoglycan precursor (Fragment)	1	8	1
FAMILY: PGF_03991729	FAMILY Name: Acetylornithine aminotransferase (EC 2.6.1.11)	1	8	1
FAMILY: PGF_03992682	FAMILY Name: Peptidase M16-like	2	16	1
FAMILY: PGF_04001016	FAMILY Name: FIG00450955: hypothetical protein	1	8	1
FAMILY: PGF_04004610	FAMILY Name: Protocatechuate 3,4-dioxygenase alpha chain (EC 1.13.11.3)	1	8	0
FAMILY: PGF_04004929	FAMILY Name: Acetyl-CoA hydrolase/transferase family protein	1	8	1
FAMILY: PGF_04005838	FAMILY Name: Diaminopimelate decarboxylase (EC 4.1.1.20)	1	8	1
FAMILY: PGF_04007946	FAMILY Name: Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase (EC 2.3.1.181)	1	8	1
FAMILY: PGF_04009106	FAMILY Name: Molybdopterin synthase catalytic subunit MoaE (EC 2.8.1.12)	1	8	1
FAMILY: PGF_04009998	FAMILY Name: Histidine utilization repressor	1	8	1
FAMILY: PGF_04010380	FAMILY Name: putative acetyltransferase	1	8	1
FAMILY: PGF_04012930	FAMILY Name: Cytochrome O ubiquinol oxidase subunit IV (EC 1.10.3.-)	1	8	1
FAMILY: PGF_04015859	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_04016408	FAMILY Name: tRNA-i(6)A37 methylthiotransferase (EC 2.8.4.3)	1	8	1
FAMILY: PGF_04019834	FAMILY Name: 16S rRNA (guanine(1207)-N(2))-methyltransferase (EC 2.1.1.172)	1	8	1
FAMILY: PGF_04025415	FAMILY Name: Large-conductance mechanosensitive channel	1	8	1
FAMILY: PGF_04034430	FAMILY Name: SSU ribosomal protein S21p	1	8	1
FAMILY: PGF_04034809	FAMILY Name: hypothetical protein	0	0	1
FAMILY: PGF_04041316	FAMILY Name: Excinuclease ABC subunit A	1	8	1
FAMILY: PGF_04047265	FAMILY Name: Phosphoribosylformylglycinamidine synthase, PurS subunit (EC 6.3.5.3)	1	8	1
FAMILY: PGF_04064899	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_04071982	FAMILY Name: L-fuconolactone hydrolase	1	8	1
FAMILY: PGF_04108824	FAMILY Name: Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)	1	8	1
FAMILY: PGF_04124781	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_04127376	FAMILY Name: Twin-arginine translocation protein TatC	1	8	1
FAMILY: PGF_04131439	FAMILY Name: Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79)	1	8	1
FAMILY: PGF_04139721	FAMILY Name: Enoyl-CoA hydratase (EC 4.2.1.17)	2	16	2
FAMILY: PGF_04147121	FAMILY Name: Aldehyde dehydrogenase B (EC 1.2.1.22)	2	16	2
FAMILY: PGF_04150742	FAMILY Name: Zinc ABC transporter, permease protein ZnuB	1	8	1
FAMILY: PGF_04151476	FAMILY Name: 16S rRNA processing protein RimM	1	8	1
FAMILY: PGF_04154333	FAMILY Name: Twin-arginine translocation protein TatA	1	8	1
FAMILY: PGF_04154425	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_04156755	FAMILY Name: Na(+) H(+) antiporter subunit F	1	8	1
FAMILY: PGF_04163139	FAMILY Name: Competence protein F homolog, phosphoribosyltransferase domain; protein YhgH required for utilization of DNA as sole source of carbon and energy	1	8	1
FAMILY: PGF_04175041	FAMILY Name: Predicted transcriptional regulator of the myo-inositol catabolic operon	1	8	1
FAMILY: PGF_04182459	FAMILY Name: Cell-division-associated, ABC-transporter-like signaling protein FtsE	1	8	1
FAMILY: PGF_04186654	FAMILY Name: hypothetical protein	0	0	0
FAMILY: PGF_04187487	FAMILY Name: Uncharacterized MFS-type transporter	0	NaN	0
FAMILY: PGF_04189945	FAMILY Name: Nitrilotriacetate monooxygenase component B (EC 1.14.13.-)	1	8	1
FAMILY: PGF_04217897	FAMILY Name: L-arabinose ABC transporter, ATP-binding protein AraG	1	8	1
FAMILY: PGF_04220535	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_04223668	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_04224136	FAMILY Name: Proline iminopeptidase (EC 3.4.11.5)	1	8	1
FAMILY: PGF_04251132	FAMILY Name: Xanthine dehydrogenase iron-sulfur subunit (EC 1.17.1.4) / Xanthine dehydrogenase, FAD binding subunit (EC 1.17.1.4)	1	8	1
FAMILY: PGF_04258098	FAMILY Name: High-affinity branched-chain amino acid transport system permease protein LivH (TC 3.A.1.4.1)	6	48	5
FAMILY: PGF_04261669	FAMILY Name: Transcriptional regulator, ArsR family	4	32	4
FAMILY: PGF_04267011	FAMILY Name: RND efflux system, inner membrane transporter	4	32	4
FAMILY: PGF_04275878	FAMILY Name: DnaA inactivator Hda (shorter homolog of DnaA)	1	8	1
FAMILY: PGF_04284526	FAMILY Name: Alpha-aminoadipate aminotransferase (EC 2.6.1.39) @ Leucine transaminase (EC 2.6.1.6) @ Valine transaminase	1	8	1
FAMILY: PGF_04296836	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_04300642	FAMILY Name: hypothetical protein	0	0	0
FAMILY: PGF_04315180	FAMILY Name: Protein-export protein SecB (maintains pre-export unfolded state)	1	8	1
FAMILY: PGF_04315536	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_04325499	FAMILY Name: Choline binding ABC transport system ATP-binding protein ChoV	1	8	1
FAMILY: PGF_04336534	FAMILY Name: diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)	1	8	1
FAMILY: PGF_04337343	FAMILY Name: hypothetical protein	0	0	2
FAMILY: PGF_04341022	FAMILY Name: Na(+) H(+) antiporter subunit A / Na(+) H(+) antiporter subunit B	1	8	1
FAMILY: PGF_04341281	FAMILY Name: ABC transporter, substrate-binding protein (cluster 4, leucine/isoleucine/valine/benzoate)	1	8	1
FAMILY: PGF_04345693	FAMILY Name: N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)	1	8	1
FAMILY: PGF_04347389	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_04352725	FAMILY Name: hypothetical protein	0	0	1
FAMILY: PGF_04360357	FAMILY Name: Protein translocase subunit SecA	1	8	1
FAMILY: PGF_04378815	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_04380075	FAMILY Name: NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)	1	8	1
FAMILY: PGF_04395505	FAMILY Name: Branched-chain amino acid aminotransferase (EC 2.6.1.42)	2	16	1
FAMILY: PGF_04396969	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_04402936	FAMILY Name: Transcriptional regulator, Xre family	1	8	1
FAMILY: PGF_04406156	FAMILY Name: Cation transport protein ChaC	1	8	1
FAMILY: PGF_04412082	FAMILY Name: Thioredoxin	1	8	1
FAMILY: PGF_04413368	FAMILY Name: Gluconolactonase (EC 3.1.1.17)	1	8	1
FAMILY: PGF_04431595	FAMILY Name: Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily	3	24	2
FAMILY: PGF_04439782	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_04445598	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_04452754	FAMILY Name: Precorrin-6A reductase (EC 1.3.1.54)	1	8	1
FAMILY: PGF_04457297	FAMILY Name: 5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	1	8	1
FAMILY: PGF_04458795	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_04467200	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_04483545	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_04490570	FAMILY Name: Cysteine desulfurase (EC 2.8.1.7)	1	8	1
FAMILY: PGF_04493258	FAMILY Name: Cobalt-zinc-cadmium resistance protein	1	8	1
FAMILY: PGF_04505269	FAMILY Name: SSU ribosomal protein S2p (SAe)	1	8	1
FAMILY: PGF_04511123	FAMILY Name: Ribose ABC transport system, permease protein RbsC (TC 3.A.1.2.1)	3	24	3
FAMILY: PGF_04515590	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_04517882	FAMILY Name: Gene Transfer Agent host specificity protein	2	16	2
FAMILY: PGF_04521913	FAMILY Name: UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10)	1	8	1
FAMILY: PGF_04527312	FAMILY Name: Chloride channel protein	1	8	1
FAMILY: PGF_04536047	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_04546942	FAMILY Name: hypothetical protein	0	0	0
FAMILY: PGF_04560429	FAMILY Name: Mg/Co/Ni transporter MgtE, CBS domain-containing	1	8	1
FAMILY: PGF_04561069	FAMILY Name: Hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolyzing) (EC 6.3.5.9)	1	8	1
FAMILY: PGF_04569524	FAMILY Name: ATP synthase alpha chain (EC 3.6.3.14)	1	8	1
FAMILY: PGF_04571944	FAMILY Name: NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3)	1	8	1
FAMILY: PGF_04574228	FAMILY Name: Triosephosphate isomerase (EC 5.3.1.1)	2	16	2
FAMILY: PGF_04576386	FAMILY Name: Choline binding ABC transport system permease protein ChoW	1	8	1
FAMILY: PGF_04576654	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_04578860	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_04594665	FAMILY Name: Regulator of nucleoside diphosphate kinase	1	8	1
FAMILY: PGF_04596095	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_04596496	FAMILY Name: Quinone oxidoreductase (EC 1.6.5.5)	3	24	3
FAMILY: PGF_04608820	FAMILY Name: Soluble lytic murein transglycosylase precursor (EC 3.2.1.-)	1	8	1
FAMILY: PGF_04614911	FAMILY Name: ABC transporter, permease protein (cluster 10, nitrate/sulfonate/bicarbonate)	3	24	3
FAMILY: PGF_04622164	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_04623269	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_04630848	FAMILY Name: Cytochrome c-type biogenesis protein CcmE, heme chaperone	1	8	1
FAMILY: PGF_04636538	FAMILY Name: DNA-binding protein HU-beta	1	8	1
FAMILY: PGF_04641861	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_04645277	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_04660832	FAMILY Name: Lipoprotein signal peptidase (EC 3.4.23.36)	1	8	1
FAMILY: PGF_04662829	FAMILY Name: DNA gyrase subunit B (EC 5.99.1.3)	1	8	1
FAMILY: PGF_04668013	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_04687504	FAMILY Name: Nitrogen regulation protein NR(I), GlnG (=NtrC)	1	8	1
FAMILY: PGF_04695681	FAMILY Name: Serine acetyltransferase (EC 2.3.1.30)	1	8	1
FAMILY: PGF_04724831	FAMILY Name: Molybdenum ABC transporter ATP-binding protein ModC	1	8	1
FAMILY: PGF_04734234	FAMILY Name: Kup system potassium uptake protein	1	8	1
FAMILY: PGF_04738069	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_04738283	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_04740492	FAMILY Name: Lactoylglutathione lyase	1	8	1
FAMILY: PGF_04744735	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_04749763	FAMILY Name: Translation initiation factor 2	1	8	1
FAMILY: PGF_04752158	FAMILY Name: Sensor histidine kinase PrrB (RegB) (EC 2.7.3.-)	1	8	1
FAMILY: PGF_04757308	FAMILY Name: NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)	1	8	1
FAMILY: PGF_04763780	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_04787638	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_04788810	FAMILY Name: Peptidyl-tRNA hydrolase (EC 3.1.1.29)	1	8	1
FAMILY: PGF_04799197	FAMILY Name: hypothetical protein	0	0	1
FAMILY: PGF_04803924	FAMILY Name: Putrescine transport system permease protein PotI (TC 3.A.1.11.2)	1	8	1
FAMILY: PGF_04804558	FAMILY Name: Phosphatidylglycerophosphatase B (EC 3.1.3.27)	1	8	1
FAMILY: PGF_04807486	FAMILY Name: tRNA dimethylallyltransferase (EC 2.5.1.75)	1	8	1
FAMILY: PGF_04828093	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_04834007	FAMILY Name: Integral membrane protein	1	8	1
FAMILY: PGF_04834035	FAMILY Name: 2,4-diketo-3-deoxy-L-fuconate hydrolase	1	8	1
FAMILY: PGF_04845029	FAMILY Name: LSU ribosomal protein L19p	1	8	1
FAMILY: PGF_04846590	FAMILY Name: Magnesium and cobalt transport protein CorA	1	8	1
FAMILY: PGF_04847482	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_04861944	FAMILY Name: Eukaryotic-type low-affinity urea transporter	1	8	1
FAMILY: PGF_04866046	FAMILY Name: Uncharacterized protein YyaL	1	8	1
FAMILY: PGF_04874168	FAMILY Name: Glycine betaine/L-proline transport substrate-binding protein ProX (TC 3.A.1.12.1)	1	8	1
FAMILY: PGF_04876624	FAMILY Name: hypothetical protein	0	0	0
